Player,League,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
Taty Castellanos,England Premier League 2025-26,West Ham United,West Ham United,CF,27.0,15000000,2030-06-30,16,1306,4,4.98,0,0.89,15.09,35.16,Argentina,Argentina,right,178,69,no,4.0,4.41,42.19,4.13,35.0,0.21,0.23,0.21,1.93,2.19,1.79,6,0.41,0,0.0,1.86,0.28,4,0.28,0.34,2,0.14,34,2.34,47.06,11.765,0.0,0.55,37.5,0.21,33.33,0.28,50.0,0.07,0.96,42.86,3.65,28.3,3.72,0.48,0.28,10.47,1.31,0.76,15.16,66.36,3.86,42.86,3.58,82.69,3.51,66.67,13.99,68.97,0.62,33.33,14.31,12.19,0.06,0.48,0.07,0.07,0.28,50.0,0.21,1.72,48.0,1.17,47.06,0.28,25.0,0.41,0.21,2.0,62.07,0,,0,,0,0.0,0.0,0.0,,,0.07,,,0.0,0.0,0.0,0.0,0,0.0
F. Potts,England Premier League 2025-26,West Ham United,West Ham United,"DMF, LDMF, RCMF",22.0,600000,2029-06-30,22,1301,0,0.3,1,0.61,11.76,56.47,England,England,right,183,70,no,7.68,4.7,61.76,2.63,60.53,0.83,0.93,0.28,3.94,4.4,1.04,1,0.07,0,0.0,0.35,0.0,0,0.0,0.02,0,0.0,3,0.21,66.67,0.0,0.07,0.69,10.0,0.07,0.0,0.62,11.11,0.0,0.35,40.0,2.21,46.88,0.48,0.62,0.14,25.53,0.07,0.97,35.56,83.66,12.04,68.97,4.29,96.77,13.14,92.63,31.68,89.74,3.18,39.13,18.29,31.1,0.04,0.35,0.0,0.07,0.0,0.0,0.0,5.19,74.67,0.97,14.29,0.28,0.0,0.14,0.14,5.26,57.89,0,,0,,0,0.0,0.0,0.0,,,0.21,,,0.97,0.0,0.0,1.73,0,0.0
D. Ndoye,England Premier League 2025-26,Nottingham Forest,Nottingham Forest,"RAMF, LAMF",25.0,22000000,2030-06-30,24,1299,1,0.84,1,1.53,20.72,44.48,Switzerland,"Switzerland, Senegal",right,184,79,no,6.44,5.61,58.02,1.94,28.57,0.28,0.36,0.21,2.91,3.81,1.11,1,0.07,0,0.0,3.6,0.07,1,0.07,0.06,1,0.07,14,0.97,28.57,7.143,0.07,2.98,32.56,1.52,40.91,1.45,23.81,0.42,4.3,53.23,10.88,41.4,2.91,2.91,0.35,16.07,1.8,1.52,22.1,71.16,4.3,51.61,6.65,93.75,6.24,66.67,18.29,79.55,1.04,26.67,15.72,16.57,0.11,0.48,0.07,0.0,0.07,100.0,0.35,1.59,65.22,2.63,36.84,0.21,33.33,0.69,0.9,3.46,62.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.28,0,0.0
W. Isidor,England Premier League 2025-26,Sunderland,Sunderland,CF,25.0,4000000,2028-06-30,30,1297,5,5.44,0,0.0,17.21,26.61,France,"France, Haiti",right,186,78,no,2.29,2.29,51.52,6.38,27.17,0.07,0.08,0.07,1.04,1.24,0.97,2,0.14,0,0.0,1.53,0.35,5,0.35,0.38,1,0.07,36,2.5,36.11,13.889,0.0,0.28,0.0,0.14,0.0,0.14,0.0,0.07,1.32,47.37,5.0,22.22,3.75,0.69,0.49,7.15,1.67,0.42,7.36,68.87,1.6,52.17,1.87,85.19,1.87,66.67,6.8,72.45,0.28,50.0,11.37,2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,50.0,0.35,40.0,0.14,50.0,0.0,0.0,1.04,46.67,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
L. Tchaouna,England Premier League 2025-26,Burnley,Burnley,"RW, RAMF",22.0,8000000,2030-06-30,27,1275,2,0.87,0,1.44,15.6,38.91,Chad,"Chad, France",left,180,71,no,4.09,4.45,47.62,2.96,33.33,0.07,0.08,0.07,1.91,2.21,0.49,2,0.14,0,0.0,2.96,0.14,2,0.14,0.06,0,0.0,18,1.27,44.44,11.111,0.0,2.4,41.18,0.78,36.36,1.62,43.48,0.14,2.47,57.14,6.42,39.56,1.41,1.69,0.49,16.52,1.34,1.06,22.73,74.22,4.02,64.91,6.78,92.71,6.71,71.58,18.99,78.81,1.34,68.42,17.88,14.77,0.1,0.71,0.07,0.0,0.0,0.0,0.35,1.27,66.67,2.89,60.98,0.07,0.0,0.78,0.99,3.88,69.09,0,,0,,0,0.0,0.0,0.0,,,0.07,,,0.14,0.14,50.0,0.07,0,0.0
D. McNeil,England Premier League 2025-26,Everton,Everton,"RAMF, RW, LAMF",26.0,22000000,2027-06-30,21,1261,0,1.68,1,1.65,15.13,42.45,England,England,left,183,70,no,6.78,6.78,54.74,1.36,31.58,0.14,0.16,0.21,2.93,3.18,0.79,1,0.07,0,0.0,2.21,0.0,0,0.0,0.12,0,0.0,24,1.71,25.0,0.0,0.07,2.14,36.67,1.0,28.57,1.14,43.75,0.29,1.86,46.15,5.85,36.59,1.43,1.21,0.43,18.27,0.79,0.5,25.12,78.69,5.85,64.63,7.21,92.08,6.71,76.6,21.77,86.23,1.5,23.81,18.84,17.02,0.12,0.79,0.07,0.0,0.36,40.0,0.21,2.64,67.57,2.78,48.72,0.43,16.67,0.86,0.71,3.64,60.78,0,,0,,0,0.0,0.0,0.0,,,0.07,,,0.43,0.0,0.0,0.64,0,0.0
J. Arias,England Premier League 2025-26,Palmeiras,Wolverhampton Wanderers,"RWF, RCMF, AMF",28.0,14000000,2029-12-31,23,1258,1,2.38,0,0.76,19.03,44.74,Colombia,Colombia,right,168,70,no,8.66,7.94,63.06,2.29,28.13,0.21,0.28,0.21,3.43,4.51,1.65,1,0.07,0,0.0,1.29,0.07,1,0.07,0.17,0,0.0,16,1.14,18.75,6.25,0.0,0.93,30.77,0.43,50.0,0.5,14.29,0.14,1.29,55.56,6.87,31.25,1.79,1.22,0.36,20.32,0.72,0.64,28.83,87.59,5.29,75.68,10.45,95.21,6.44,88.89,27.4,90.08,0.5,57.14,16.03,7.43,0.05,0.72,0.07,0.0,0.07,100.0,0.21,1.72,95.83,1.22,58.82,0.07,100.0,0.72,0.36,2.22,61.29,0,,0,,0,0.0,0.0,0.0,,,0.43,,,0.5,0.29,25.0,1.14,0,0.0
A. Adli,England Premier League 2025-26,Bournemouth,Bournemouth,"LAMF, RAMF",26.0,30000000,2030-06-30,30,1249,3,2.93,1,1.59,20.46,44.72,France,"France, Morocco",left,174,72,no,6.7,6.41,56.18,4.83,43.28,0.22,0.31,0.14,2.88,4.14,2.16,2,0.14,0,0.0,2.23,0.22,3,0.22,0.21,1,0.07,18,1.3,50.0,16.667,0.07,1.87,19.23,1.15,12.5,0.65,33.33,0.29,1.87,65.38,5.55,45.45,2.74,1.95,0.5,22.05,1.66,1.51,29.76,77.97,6.27,65.52,8.57,94.12,8.94,74.19,27.09,83.24,0.86,33.33,16.03,15.27,0.11,1.01,0.0,0.0,0.0,0.0,0.65,2.16,70.0,2.09,44.83,0.07,0.0,1.15,0.43,3.1,67.44,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.36,0.14,50.0,1.08,0,0.0
F. Schär,England Premier League 2025-26,Newcastle United,Newcastle United,"RCB, LCB",34.0,10000000,2026-06-30,16,1248,0,1.39,0,0.14,12.84,56.74,Switzerland,Switzerland,right,186,84,no,6.63,4.11,57.89,4.98,57.97,0.0,0.0,0.79,4.25,6.7,1.01,1,0.07,0,0.0,0.58,0.0,0,0.0,0.1,0,0.0,15,1.08,26.67,0.0,0.0,0.36,20.0,0.14,0.0,0.22,33.33,0.14,0.29,75.0,0.87,41.67,0.87,0.72,0.0,38.44,0.22,0.43,54.66,84.3,25.1,72.41,2.45,91.18,22.79,96.52,45.07,93.76,9.23,40.63,22.71,39.49,0.01,0.07,0.0,0.0,0.0,0.0,0.07,9.3,58.91,1.66,26.09,1.37,10.53,0.36,0.07,9.81,73.53,0,,0,,0,0.0,0.0,0.0,,,1.44,,,0.14,0.14,50.0,0.0,0,0.0
N. Madueke,England Premier League 2025-26,Arsenal,Arsenal,"RAMF, RWF, RW",24.0,28000000,2030-06-30,25,1248,1,1.67,1,1.77,23.0,43.89,England,"England, Nigeria",left,182,70,no,5.05,5.41,57.33,1.95,33.33,0.0,0.0,0.14,1.95,2.92,1.08,0,0.0,0,0.0,5.63,0.07,1,0.07,0.12,1,0.07,20,1.44,35.0,5.0,0.07,3.97,14.55,0.43,0.0,3.46,16.67,1.08,7.28,59.41,12.76,45.76,5.48,4.69,0.43,23.22,1.66,1.08,29.78,70.94,5.77,60.0,9.01,88.8,9.01,68.8,24.66,80.12,1.37,63.16,16.77,20.43,0.13,1.44,0.14,0.0,0.29,75.0,0.22,1.01,50.0,4.04,39.29,0.29,50.0,2.02,0.5,2.88,70.0,0,,0,,0,0.0,0.0,0.0,,,0.29,,,0.0,0.0,0.0,2.6,0,0.0
A. Robertson,England Premier League 2025-26,Liverpool,Liverpool,LB,32.0,30000000,2026-06-30,23,1243,1,0.97,0,1.0,8.76,53.72,Scotland,Scotland,left,178,64,no,6.01,3.98,63.64,1.95,51.85,0.22,0.34,0.22,3.26,5.13,0.22,0,0.0,0,0.0,1.88,0.07,1,0.07,0.07,0,0.0,7,0.51,42.86,14.286,0.0,3.84,37.74,3.84,37.74,0.0,0.0,0.58,0.36,60.0,1.01,42.86,1.88,1.95,0.51,40.04,1.16,0.14,49.6,81.9,20.78,76.31,6.37,100.0,14.99,83.57,41.13,89.61,4.92,50.0,19.75,35.1,0.07,0.8,0.0,0.0,0.22,0.0,0.29,7.39,76.47,3.69,49.02,0.51,14.29,0.65,1.52,9.85,73.53,0,,0,,0,0.0,0.0,0.0,,,0.72,,,0.36,0.0,0.0,0.22,0,0.0
E. Agbadou,England Premier League 2025-26,Beşiktaş,Wolverhampton Wanderers,"CB, RCB",28.0,9000000,2030-06-30,14,1233,0,0.72,0,0.18,12.41,54.71,Côte d'Ivoire,Côte d'Ivoire,right,192,80,no,9.2,5.33,69.86,3.36,47.83,0.15,0.19,1.09,5.33,6.76,0.73,1,0.07,1,0.07,0.95,0.0,0,0.0,0.05,0,0.0,8,0.58,25.0,0.0,0.0,1.02,57.14,0.0,0.0,1.02,57.14,0.22,0.51,42.86,2.26,35.48,0.51,0.88,0.0,32.85,0.15,0.29,47.08,84.03,19.56,73.13,3.58,95.92,19.64,92.94,38.54,92.23,7.52,45.63,23.69,44.55,0.01,0.15,0.0,0.07,0.0,0.0,0.07,8.69,64.71,2.34,34.38,0.95,30.77,0.44,0.51,9.56,78.63,0,,0,,0,0.0,0.0,0.0,,,2.55,,,0.07,0.07,0.0,0.0,0,0.0
H. Mejbri,England Premier League 2025-26,Burnley,Burnley,"AMF, LCMF, RW",23.0,9000000,2028-06-30,25,1229,1,0.69,4,1.63,21.97,42.0,France,"France, Tunisia",right,177,74,no,6.52,5.57,64.47,2.49,20.59,0.66,0.79,0.22,2.27,2.73,1.32,8,0.59,0,0.0,2.64,0.07,1,0.07,0.05,0,0.0,15,1.1,26.67,6.667,0.29,1.68,43.48,0.29,0.0,1.32,50.0,0.22,2.71,54.05,11.13,40.79,1.17,2.05,0.37,23.65,0.44,2.93,32.22,77.05,10.76,65.99,5.71,85.9,8.93,81.97,27.9,81.89,2.71,45.95,16.15,25.42,0.12,1.03,0.0,0.0,0.29,50.0,0.66,5.86,71.25,3.0,48.78,0.95,30.77,1.03,0.88,6.37,73.56,0,,0,,0,0.0,0.0,0.0,,,0.73,,,0.51,0.07,0.0,0.07,0,0.0
S. Johnstone,England Premier League 2025-26,Wolverhampton Wanderers,Wolverhampton Wanderers,GK,32.0,10000000,2028-06-30,12,1210,0,0.0,0,0.0,0.82,54.55,England,England,right,193,85,no,2.6,0.07,100.0,0.6,62.5,0.0,0.0,0.0,2.53,3.16,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.36,0.15,0.0,23.58,79.81,16.21,71.56,0.0,0.0,6.69,98.89,9.3,99.2,14.21,67.54,40.29,51.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,55.41,0.45,0.0,0.45,33.33,0.0,0.0,10.34,81.29,24,1.79,68,5.06,0,64.71,20.86,1.55,-3.14,-0.234,0.0,2.31,0.6,,,,0.0,0,0.0
N. Domínguez,England Premier League 2025-26,Nottingham Forest,Nottingham Forest,"LAMF, LCMF, LDMF",27.0,17000000,2028-06-30,25,1195,1,1.61,2,0.81,15.82,54.76,Argentina,"Argentina, Italy",right,179,73,no,9.19,8.21,68.81,3.01,35.0,0.38,0.42,0.3,3.16,3.54,0.9,3,0.23,0,0.0,1.13,0.08,1,0.08,0.12,1,0.08,15,1.13,33.33,6.667,0.15,0.75,50.0,0.45,50.0,0.3,50.0,0.0,0.6,62.5,2.71,44.44,0.75,0.9,0.3,22.52,0.75,0.68,33.59,86.1,11.9,78.48,6.18,92.68,9.72,89.15,31.56,88.07,1.36,61.11,15.59,17.28,0.06,0.53,0.08,0.08,0.23,0.0,0.45,4.07,77.78,1.58,57.14,0.38,20.0,0.6,0.3,5.27,68.57,0,,0,,0,0.0,0.0,0.0,,,0.53,,,0.0,0.0,0.0,0.3,0,0.0
L. Delap,England Premier League 2025-26,Chelsea,Chelsea,CF,23.0,8000000,2031-06-30,26,1191,1,3.62,0,0.02,23.12,35.95,England,"England, Republic of Ireland",right,186,77,no,2.57,3.1,51.22,4.16,30.91,0.0,0.0,0.08,0.98,1.55,1.66,3,0.23,0,0.0,2.49,0.08,1,0.08,0.27,0,0.0,30,2.27,36.67,3.333,0.0,0.68,11.11,0.3,0.0,0.38,20.0,0.08,2.27,70.0,11.26,36.91,3.63,1.13,0.08,7.25,1.66,1.21,11.94,71.52,2.12,60.71,3.25,74.42,3.1,63.41,11.18,75.0,0.08,100.0,13.44,1.53,0.0,0.08,0.0,0.0,0.15,0.0,0.0,0.6,62.5,0.53,57.14,0.15,0.0,0.23,0.08,0.76,50.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
S. Chukwueze,England Premier League 2025-26,Fulham,Fulham,"LAMF, LW, RAMF",26.0,20000000,2028-06-30,22,1189,3,2.33,4,2.65,15.21,45.77,Nigeria,Nigeria,left,172,70,yes,3.48,3.1,53.66,1.51,25.0,0.08,0.1,0.0,1.74,2.35,0.38,0,0.0,0,0.0,5.07,0.23,3,0.23,0.18,0,0.0,27,2.04,25.93,11.111,0.3,3.71,38.78,2.88,36.84,0.83,45.45,0.68,4.39,63.79,9.23,49.18,3.71,2.95,0.3,25.58,2.12,0.83,33.61,72.75,6.21,57.32,8.02,90.57,10.98,73.1,28.23,77.48,1.67,68.18,17.85,18.75,0.2,1.51,0.0,0.0,0.53,57.14,1.29,1.97,57.69,5.6,52.7,0.83,54.55,3.1,1.51,5.53,75.34,0,,0,,0,0.0,0.0,0.0,,,0.3,,,0.0,0.0,0.0,0.08,0,0.0
A. Disasi,England Premier League 2025-26,West Ham United,West Ham United,LCB,28.0,40000000,2029-06-30,12,1178,0,0.8,0,0.0,7.56,66.67,France,"France, Congo DR",right,190,86,yes,6.42,2.75,83.33,2.14,42.86,0.08,0.09,0.92,4.05,4.54,0.46,1,0.08,0,0.0,0.23,0.0,0,0.0,0.06,0,0.0,4,0.31,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,50.0,0.46,0.53,0.08,24.6,0.15,0.23,34.53,86.28,14.21,72.58,2.44,96.88,13.6,97.75,30.1,91.37,4.43,51.72,20.15,42.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,63.41,0.15,0.0,0.0,0.0,0.0,0.0,5.12,65.67,0,,0,,0,0.0,0.0,0.0,,,1.91,,,0.0,0.0,0.0,0.0,0,0.0
L. Martínez,England Premier League 2025-26,Manchester United,Manchester United,LCB,28.0,50000000,2027-06-30,16,1174,0,0.06,0,0.12,9.97,63.08,Argentina,Argentina,left,178,77,no,7.59,4.22,72.73,1.61,52.38,0.15,0.2,0.38,4.37,5.84,0.69,0,0.0,1,0.08,0.69,0.0,0,0.0,0.0,0,0.0,4,0.31,0.0,0.0,0.0,0.31,25.0,0.23,33.33,0.0,0.0,0.08,0.77,80.0,1.84,58.33,0.23,2.45,0.0,45.0,0.0,0.15,60.56,90.76,26.22,82.75,3.07,100.0,22.69,97.64,53.74,95.72,6.52,52.94,19.17,35.51,0.01,0.31,0.0,0.0,0.0,0.0,0.0,9.81,78.13,1.84,37.5,1.92,28.0,0.77,0.0,10.58,81.16,0,,0,,0,0.0,0.0,0.0,,,1.84,,,0.0,0.0,0.0,0.0,0,0.0
J. Ward-Prowse,England Premier League 2025-26,Burnley,Burnley,"RDMF, RCMF, LDMF",31.0,30000000,2027-06-30,16,1165,0,0.16,1,2.64,9.97,58.91,England,England,right,177,66,yes,8.34,5.25,67.65,1.85,54.17,0.0,0.0,0.46,4.79,5.52,0.7,1,0.08,0,0.0,0.77,0.0,0,0.0,0.01,0,0.0,6,0.46,50.0,0.0,0.08,0.85,45.45,0.08,100.0,0.77,40.0,0.08,0.23,66.67,1.7,54.55,0.08,0.31,0.0,30.05,0.15,0.93,43.03,87.43,13.06,76.33,6.49,94.05,16.92,91.78,38.47,92.97,3.79,38.78,17.79,31.9,0.2,1.62,0.0,0.0,0.0,0.0,0.08,8.11,67.62,1.47,42.11,0.23,0.0,0.15,0.39,5.02,69.23,0,,0,,0,0.0,0.0,0.0,,,0.62,,,1.55,0.23,66.67,3.79,0,0.0
J. Veltman,England Premier League 2025-26,Brighton,Brighton,RB,34.0,10000000,2026-06-30,23,1160,1,0.62,0,0.28,14.04,55.8,Netherlands,Netherlands,right,184,75,no,8.53,5.2,64.18,2.72,45.71,0.54,0.82,0.47,4.66,7.06,0.7,5,0.39,0,0.0,1.55,0.08,1,0.08,0.05,0,0.0,3,0.23,33.33,33.333,0.0,1.47,26.32,0.0,0.0,1.4,27.78,0.23,1.32,82.35,3.49,64.44,0.78,1.16,0.23,21.65,0.7,1.63,31.81,79.76,14.04,74.03,4.42,98.25,7.68,87.88,27.16,86.57,3.18,46.34,16.05,20.81,0.02,0.31,0.0,0.0,0.0,0.0,0.08,4.42,68.42,1.16,46.67,0.16,0.0,0.31,0.47,6.52,63.1,0,,0,,0,0.0,0.0,0.0,,,1.01,,,0.0,0.0,0.0,0.0,0,0.0
J. Bruun Larsen,England Premier League 2025-26,Burnley,Burnley,"RAMF, LW, AMF",27.0,8000000,2029-06-30,26,1159,0,0.94,1,1.11,13.43,41.62,Denmark,Denmark,right,183,77,no,4.5,4.5,56.9,2.25,31.03,0.0,0.0,0.0,1.94,2.47,0.08,0,0.0,0,0.0,2.25,0.0,0,0.0,0.07,0,0.0,17,1.32,23.53,0.0,0.08,2.02,23.08,1.01,23.08,1.01,23.08,0.23,2.8,50.0,5.05,30.77,2.02,1.32,0.08,18.25,1.55,0.0,23.06,77.78,5.44,62.86,6.91,95.51,4.97,73.44,20.11,85.33,1.01,30.77,16.34,13.82,0.09,0.78,0.0,0.0,0.23,33.33,0.47,1.32,64.71,2.41,41.94,0.23,33.33,0.7,0.54,2.25,68.97,0,,0,,0,0.0,0.0,0.0,,,0.23,,,0.7,0.39,40.0,1.24,0,0.0
M. Edwards,England Premier League 2025-26,Burnley,Burnley,"AMF, RW, RAMF",27.0,20000000,2029-06-30,22,1159,1,2.16,2,1.08,15.84,39.22,England,"England, Cyprus",left,168,65,no,2.87,3.73,50.0,0.85,9.09,0.0,0.0,0.0,1.01,1.16,0.54,0,0.0,0,0.0,2.64,0.08,1,0.08,0.17,0,0.0,20,1.55,25.0,5.0,0.16,2.1,18.52,0.47,16.67,1.63,19.05,0.39,3.73,47.92,10.09,37.69,3.34,3.26,0.7,19.88,0.7,1.32,26.56,77.19,6.99,72.22,5.9,93.42,7.45,70.83,23.37,83.06,1.09,64.29,17.53,10.03,0.08,0.85,0.0,0.0,0.16,50.0,0.7,2.56,78.79,2.48,59.38,0.31,50.0,1.4,0.47,3.57,78.26,0,,0,,0,0.0,0.0,0.0,,,0.31,,,0.31,0.31,0.0,0.31,0,0.0
J. Hato,England Premier League 2025-26,Chelsea,Chelsea,"LB, LCB",20.0,30000000,2032-06-30,20,1157,0,0.56,0,0.42,12.76,54.88,Netherlands,"Netherlands, Curaçao",left,183,76,no,8.79,6.61,62.35,2.26,48.28,0.16,0.22,0.31,4.51,6.28,1.24,6,0.47,0,0.0,0.86,0.0,0,0.0,0.04,0,0.0,5,0.39,20.0,0.0,0.0,0.54,71.43,0.47,66.67,0.08,100.0,0.0,0.54,57.14,2.49,50.0,0.62,0.86,0.16,38.12,0.78,0.16,50.33,92.43,18.36,85.17,6.15,96.2,18.98,97.54,47.92,94.64,1.87,41.67,17.24,20.34,0.03,0.39,0.0,0.0,0.08,100.0,0.23,4.9,92.06,1.17,66.67,0.23,33.33,0.47,0.39,7.39,68.42,0,,0,,0,0.0,0.0,0.0,,,1.4,,,0.0,0.0,0.0,0.0,0,0.0
Gabriel Martinelli,England Premier League 2025-26,Arsenal,Arsenal,"LAMF, LWF, LW",24.0,70000000,2027-06-30,28,1155,1,4.72,2,1.68,17.69,39.65,Brazil,"Brazil, Italy",right,178,75,no,4.29,4.21,61.11,2.42,32.26,0.08,0.12,0.0,1.64,2.44,0.78,3,0.23,0,0.0,3.43,0.08,1,0.08,0.37,0,0.0,24,1.87,50.0,4.167,0.16,2.88,24.32,2.42,19.35,0.47,50.0,0.16,3.58,50.0,8.81,35.4,3.97,2.03,1.01,14.18,1.32,1.01,20.34,66.28,4.68,53.33,5.92,84.21,6.39,65.85,16.44,76.78,1.32,17.65,20.92,15.41,0.13,0.62,0.08,0.16,0.08,0.0,0.55,1.32,52.94,2.49,31.25,0.16,0.0,0.47,0.62,2.73,65.71,0,,0,,0,0.0,0.0,0.0,,,0.47,,,0.08,0.0,0.0,0.23,0,0.0
Mikel Merino,England Premier League 2025-26,Arsenal,Arsenal,"CF, LCMF, RCMF",29.0,50000000,2028-06-30,21,1153,4,4.62,2,0.9,21.39,45.26,Spain,Spain,left,189,83,no,6.63,5.62,66.67,6.79,35.63,0.39,0.63,0.08,2.5,4.03,1.56,1,0.08,0,0.0,1.09,0.31,4,0.31,0.36,3,0.23,20,1.56,40.0,20.0,0.16,0.55,14.29,0.31,25.0,0.23,0.0,0.08,0.39,80.0,5.54,42.25,2.19,0.62,0.0,18.27,0.55,1.56,27.09,77.81,8.2,64.76,5.62,87.5,7.42,84.21,24.82,81.13,1.72,50.0,15.26,20.46,0.07,0.7,0.16,0.0,0.31,25.0,0.23,3.28,66.67,1.8,39.13,0.31,50.0,0.7,0.08,3.43,65.91,0,,0,,0,0.0,0.0,0.0,,,0.08,,,0.0,0.0,0.0,0.0,0,0.0
J. Frimpong,England Premier League 2025-26,Liverpool,Liverpool,"RAMF, RB",25.0,50000000,2030-06-30,20,1152,0,0.75,3,2.51,17.34,48.2,Netherlands,"Netherlands, Ghana",right,172,65,no,5.08,4.3,56.36,1.72,50.0,0.0,0.0,0.08,2.66,4.36,0.63,1,0.08,0,0.0,4.38,0.0,0,0.0,0.06,0,0.0,10,0.78,20.0,0.0,0.23,4.53,36.21,0.08,0.0,4.45,36.84,0.78,3.67,70.21,8.83,46.9,4.3,3.28,0.31,28.83,2.5,1.64,36.64,79.32,6.8,65.52,11.25,94.44,10.39,76.69,31.09,87.19,1.09,35.71,17.18,13.12,0.2,1.17,0.0,0.0,0.0,0.0,0.94,2.42,80.65,3.13,45.0,0.08,0.0,1.25,1.56,5.0,60.94,0,,0,,0,0.0,0.0,0.0,,,0.63,,,0.0,0.0,0.0,0.0,0,0.0
A. Ramsdale,England Premier League 2025-26,Newcastle United,Newcastle United,GK,27.0,25000000,2028-06-30,12,1152,0,0.0,0,0.0,0.78,60.0,England,England,right,191,77,yes,0.94,0.0,0.0,0.55,71.43,0.0,0.0,0.0,0.94,1.35,0.0,2,0.16,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,17.5,0.23,0.08,23.67,87.79,10.55,74.07,0.0,0.0,12.58,100.0,17.81,97.37,5.86,58.67,30.48,54.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,57.14,0.16,0.0,0.0,0.0,0.0,0.0,5.08,70.77,17,1.33,43,3.36,1,60.47,16.0,1.25,-1.0,-0.078,0.0,1.8,0.55,,,,0.0,0,0.0
N. Savona,England Premier League 2025-26,Nottingham Forest,Nottingham Forest,RB,22.0,200000,2030-06-30,14,1146,2,1.17,0,0.65,11.54,51.02,Italy,Italy,right,192,78,no,7.7,6.52,59.04,0.94,50.0,0.24,0.29,0.24,3.61,4.44,0.94,2,0.16,0,0.0,1.57,0.16,2,0.16,0.09,0,0.0,4,0.31,75.0,50.0,0.0,2.12,44.44,0.0,0.0,2.12,44.44,0.31,0.86,45.45,2.12,51.85,0.79,0.47,0.08,24.19,0.71,0.39,32.83,81.1,12.64,70.81,6.28,96.25,7.85,85.0,27.41,88.25,3.3,45.24,17.28,29.42,0.05,0.39,0.0,0.0,0.0,0.0,0.31,3.53,68.89,2.12,48.15,0.63,25.0,0.24,0.86,5.73,63.01,0,,0,,0,0.0,0.0,0.0,,,1.49,,,0.0,0.0,0.0,0.0,0,0.0
